record_id,Dataset,Source,Service,Respondent_Group,Scenario,Sentiment,Sentiment Score,Location,Latitude,Longitude,X,Y,Coordinate_Method,Trip_Time_Minutes,Time_of_Day,Trip_Purpose,Alternative_Mode,Choice_Factors,Barrier_to_Riding,Encouragement,Late_Night_Travel_Change,Views_Changed,Max_WTP,Zero_Emission_Importance,Accessibility_Importance,Distribution_Importance,Transit_Connectivity_Importance,Zero_Emission_Score,Accessibility_Score,Distribution_Score,Transit_Connectivity_Score,Shared_Ride_View,Attraction_to_Project,Text_Summary,Privacy_Notes,Birth Year,Age in 2022,Age Band (2022),Sex,Ethnicity,Degree Program,Years at USF,Home ZIP Code,Lives on Campus,Household / Roommates,Primary Daily Travel Mode
RR-0136,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Transit Connection,Neutral,-0.1,Survey response area,37.78,-122.465,-122.465,37.78,SurveyLatitude and Survey Longitude fields,,,,,,Busy with school / work or schedule didn't allow,Expanded times,,,,,,,,,,,,,"No particular reason, just exploring",respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Busy with school / work or schedule didn't allow; encouragement=Expanded times; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,2001,21,18–24,Male,Black or African American,BS/BA,2,94118,Yes,3,"Public Transit (Bus, Train, etc.)"
RR-0137,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Transit Connection,Neutral,-0.1,Survey response area,37.7585,-122.1856,-122.1856,37.7585,SurveyLatitude and Survey Longitude fields,,,,,,Busy with school / work or schedule didn't allow,Weekly reminders via email or phone,,,,,,,,,,,,,"No particular reason, just exploring",respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Busy with school / work or schedule didn't allow; encouragement=Weekly reminders via email or phone; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,2001,21,18–24,Female,Black or African American,BS/BA,3,94118,No,3,"Public Transit (Bus, Train, etc.)"
RR-0138,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,37.7958,-122.4203,-122.4203,37.7958,SurveyLatitude and Survey Longitude fields,,,,,,Decided to take another means of transportation,Social media or other nudges,,,,,,,,,,,,,Expanded options for commuting,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Decided to take another means of transportation; encouragement=Social media or other nudges; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,2001,21,18–24,Male,Asian,BS/BA,1,94112,No,0,"Public Transit (Bus, Train, etc.)"
RR-0139,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,10.8326,106.6581,106.6581,10.8326,SurveyLatitude and Survey Longitude fields,,,,,,Decided to take another means of transportation,Weekly reminders via email or phone,,,,,,,,,,,,,Experience brand new technology,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Decided to take another means of transportation; encouragement=Weekly reminders via email or phone; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,2001,21,18–24,Male,Asian,BS/BA,1,94112,No,0,"Public Transit (Bus, Train, etc.)"
RR-0140,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Transit Connection,Neutral,-0.1,Survey response area,10.8326,106.6581,106.6581,10.8326,SurveyLatitude and Survey Longitude fields,,,,,,Busy with school / work or schedule didn't allow,Weekly reminders via email or phone,,,,,,,,,,,,,Free rides,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Busy with school / work or schedule didn't allow; encouragement=Weekly reminders via email or phone; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,2001,21,18–24,Male,Asian,BS/BA,1,94112,No,0,"Public Transit (Bus, Train, etc.)"
RR-0141,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,10.8326,106.6581,106.6581,10.8326,SurveyLatitude and Survey Longitude fields,,,,,,Apprehensive with driverless technology / no driver in car,Weekly reminders via email or phone,,,,,,,,,,,,,Experience brand new technology,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Apprehensive with driverless technology / no driver in car; encouragement=Weekly reminders via email or phone; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,2001,21,18–24,Male,Asian,BS/BA,1,94112,No,0,"Public Transit (Bus, Train, etc.)"
RR-0142,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Reliability/Late-Night Mobility,Neutral,-0.1,Survey response area,10.8326,106.6581,106.6581,10.8326,SurveyLatitude and Survey Longitude fields,,,,,,Nervous about going out late in the city,Social media or other nudges,,,,,,,,,,,,,Free rides,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Nervous about going out late in the city; encouragement=Social media or other nudges; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,2001,21,18–24,Male,Asian,BS/BA,1,94112,No,0,"Public Transit (Bus, Train, etc.)"
RR-0143,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,37.7771,-122.406,-122.406,37.7771,SurveyLatitude and Survey Longitude fields,,,,,,Other:,Weekly reminders via email or phone,,,,,,,,,,,,,Experience brand new technology,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Other:; encouragement=Weekly reminders via email or phone; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,2001,21,18–24,Male,Other,BS/BA,3,94118,Yes,1,Walk
RR-0144,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,39.9664,-75.1685,-75.1685,39.9664,SurveyLatitude and Survey Longitude fields,,,,,,Other:,Other:,,,,,,,,,,,,,Experience brand new technology,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Other:; encouragement=Other:; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,,2022,,,,,,,,,
RR-0145,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,37.78,-122.465,-122.465,37.78,SurveyLatitude and Survey Longitude fields,,,,,,Cars wouldn't go to all the places I wanted to go,Expanded times,,,,,,,,,,,,,Free rides,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Cars wouldn't go to all the places I wanted to go; encouragement=Expanded times; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,1998,24,18–24,Male,White,Masters,Less than 1,94118,No,2,"Public Transit (Bus, Train, etc.)"
RR-0146,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,37.78,-122.465,-122.465,37.78,SurveyLatitude and Survey Longitude fields,,,,,,Other:,Access to more locations in the city,,,,,,,,,,,,,Experience brand new technology,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Other:; encouragement=Access to more locations in the city; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,1998,24,18–24,Male,White,Masters,Less than 1,94118,No,2,"Public Transit (Bus, Train, etc.)"
RR-0147,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,42.4125,-71.0034,-71.0034,42.4125,SurveyLatitude and Survey Longitude fields,,,,,,Other:,Expanded times,,,,,,,,,,,,,Experience brand new technology,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Other:; encouragement=Expanded times; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,1998,24,18–24,Male,White,Masters,Less than 1,94118,No,2,"Public Transit (Bus, Train, etc.)"
RR-0148,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,37.7695,-122.385,-122.385,37.7695,SurveyLatitude and Survey Longitude fields,,,,,,Cars wouldn't go to all the places I wanted to go,Access to more locations in the city,,,,,,,,,,,,,Free rides,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Cars wouldn't go to all the places I wanted to go; encouragement=Access to more locations in the city; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,1998,24,18–24,Male,White,Masters,Less than 1,94118,No,2,"Public Transit (Bus, Train, etc.)"
RR-0149,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,37.7825,-122.435,-122.435,37.7825,SurveyLatitude and Survey Longitude fields,,,,,,Cars wouldn't go to all the places I wanted to go,Expanded times,,,,,,,,,,,,,Experience brand new technology,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Cars wouldn't go to all the places I wanted to go; encouragement=Expanded times; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,1999,23,18–24,Male,Other,BS/BA,4,94118,No,4,"Rideshare (e.g. Uber, Lyft, etc.)"
RR-0150,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,33.5679,-117.7046,-117.7046,33.5679,SurveyLatitude and Survey Longitude fields,,,,,,Other:,Access to more locations in the city,,,,,,,,,,,,,Experience brand new technology,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Other:; encouragement=Access to more locations in the city; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,1999,23,18–24,Male,Other,BS/BA,4,94118,No,4,"Rideshare (e.g. Uber, Lyft, etc.)"
RR-0151,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,37.7833,-122.4952,-122.4952,37.7833,SurveyLatitude and Survey Longitude fields,,,,,,Other:,Expanded times,,,,,,,,,,,,,Free rides,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Other:; encouragement=Expanded times; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,2000,22,18–24,Female,Asian,BS/BA,3,94121,No,4,"Public Transit (Bus, Train, etc.)"
RR-0152,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,37.78,-122.465,-122.465,37.78,SurveyLatitude and Survey Longitude fields,,,,,,Other:,Other:,,,,,,,,,,,,,Free rides,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Other:; encouragement=Other:; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,2001,21,18–24,Female,White,BS/BA,3,94118,Yes,1,"Rideshare (e.g. Uber, Lyft, etc.)"
RR-0153,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Transit Connection,Neutral,-0.1,Survey response area,37.78,-122.465,-122.465,37.78,SurveyLatitude and Survey Longitude fields,,,,,,Busy with school / work or schedule didn't allow,More incentives,,,,,,,,,,,,,"No particular reason, just exploring",respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Busy with school / work or schedule didn't allow; encouragement=More incentives; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,,2022,,,,,,94132,No,0,Drive or Ride with Others (Carpool / Vanpool)
RR-0154,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Transit Connection,Neutral,-0.1,Survey response area,37.589,-122.0461,-122.0461,37.589,SurveyLatitude and Survey Longitude fields,,,,,,Busy with school / work or schedule didn't allow,Expanded times,,,,,,,,,,,,,Expanded options leisure trips at night,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Busy with school / work or schedule didn't allow; encouragement=Expanded times; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,1998,24,18–24,Female,Other,BS/BA,3,94121,No,3,"Public Transit (Bus, Train, etc.)"
RR-0155,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Transit Connection,Neutral,-0.1,Survey response area,37.7797,-122.4159,-122.4159,37.7797,SurveyLatitude and Survey Longitude fields,,,,,,Busy with school / work or schedule didn't allow,Expanded times,,,,,,,,,,,,,Free rides,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Busy with school / work or schedule didn't allow; encouragement=Expanded times; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,1999,23,18–24,Female,Asian,BS/BA,4,94121,No,1,"Rideshare (e.g. Uber, Lyft, etc.)"
RR-0156,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,37.342,-121.9049,-121.9049,37.342,SurveyLatitude and Survey Longitude fields,,,,,,Other:,More incentives,,,,,,,,,,,,,Experience brand new technology,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Other:; encouragement=More incentives; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,2000,22,18–24,Male,White,BS/BA,1,94114,No,1,"Public Transit (Bus, Train, etc.)"
RR-0157,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,37.5731,-122.0539,-122.0539,37.5731,SurveyLatitude and Survey Longitude fields,,,,,,Cars wouldn't go to all the places I wanted to go,Access to more locations in the city,,,,,,,,,,,,,Experience brand new technology,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Cars wouldn't go to all the places I wanted to go; encouragement=Access to more locations in the city; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,2000,22,18–24,Male,White,BS/BA,1,94114,No,1,"Public Transit (Bus, Train, etc.)"
RR-0158,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Transit Connection,Neutral,-0.1,Survey response area,37.7562,-122.4866,-122.4866,37.7562,SurveyLatitude and Survey Longitude fields,,,,,,Busy with school / work or schedule didn't allow,Expanded times,,,,,,,,,,,,,Experience brand new technology,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Busy with school / work or schedule didn't allow; encouragement=Expanded times; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,1993,29,25–34,Male,Asian,Masters,1,94122,Yes,0,"Public Transit (Bus, Train, etc.)"
RR-0159,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,37.7595,-122.4367,-122.4367,37.7595,SurveyLatitude and Survey Longitude fields,,,,,,Other:,Access to more locations in the city,,,,,,,,,,,,,Experience brand new technology,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Other:; encouragement=Access to more locations in the city; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,1993,29,25–34,Male,Asian,Masters,1,94122,Yes,0,"Public Transit (Bus, Train, etc.)"
RR-0160,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,37.78,-122.465,-122.465,37.78,SurveyLatitude and Survey Longitude fields,,,,,,Did not seem like it could be regular transportation option,Expanded times,,,,,,,,,,,,,Free rides,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Did not seem like it could be regular transportation option; encouragement=Expanded times; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,2002,20,18–24,Female,Black or African American,BS/BA,2,94114,Yes,1,"Public Transit (Bus, Train, etc.)"
RR-0161,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,49.245,-123.1337,-123.1337,49.245,SurveyLatitude and Survey Longitude fields,,,,,,Other:,Expanded times,,,,,,,,,,,,,Free rides,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Other:; encouragement=Expanded times; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,2001,21,18–24,Female,Black or African American,BS/BA,3,94117,No,0,"Rideshare (e.g. Uber, Lyft, etc.)"
RR-0162,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,37.78,-122.465,-122.465,37.78,SurveyLatitude and Survey Longitude fields,,,,,,Other:,Expanded times,,,,,,,,,,,,,Experience brand new technology,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Other:; encouragement=Expanded times; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,1999,23,18–24,Male,White,BS/BA,1,94118,No,1,Walk
RR-0163,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,37.7201,-122.4414,-122.4414,37.7201,SurveyLatitude and Survey Longitude fields,,,,,,Uncertain about availability of cars / getting stuck without a ride,Expanded times,,,,,,,,,,,,,Experience brand new technology,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Uncertain about availability of cars / getting stuck without a ride; encouragement=Expanded times; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,1993,29,25–34,Female,Asian,Masters,Less than 1,94112,No,2,"Public Transit (Bus, Train, etc.)"
RR-0164,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,37.7308,-122.3838,-122.3838,37.7308,SurveyLatitude and Survey Longitude fields,,,,,,Cars wouldn't go to all the places I wanted to go,Access to more locations in the city,,,,,,,,,,,,,Experience brand new technology,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Cars wouldn't go to all the places I wanted to go; encouragement=Access to more locations in the city; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,1993,29,25–34,Female,Asian,Masters,Less than 1,94112,No,2,"Public Transit (Bus, Train, etc.)"
RR-0165,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,37.78,-122.465,-122.465,37.78,SurveyLatitude and Survey Longitude fields,,,,,,Cars wouldn't go to all the places I wanted to go,Access to more locations in the city,,,,,,,,,,,,,Free rides,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Cars wouldn't go to all the places I wanted to go; encouragement=Access to more locations in the city; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,2003,19,18–24,Female,Other,BS/BA,Less than 1,94118,Yes,1,"Public Transit (Bus, Train, etc.)"
RR-0166,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,37.78,-122.465,-122.465,37.78,SurveyLatitude and Survey Longitude fields,,,,,,Cars wouldn't go to all the places I wanted to go,Access to more locations in the city,,,,,,,,,,,,,Experience brand new technology,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Cars wouldn't go to all the places I wanted to go; encouragement=Access to more locations in the city; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,2002,20,18–24,Male,Other,BS/BA,2,94103,No,0,"Public Transit (Bus, Train, etc.)"
RR-0167,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,37.78,-122.465,-122.465,37.78,SurveyLatitude and Survey Longitude fields,,,,,,Other:,Access to more locations in the city,,,,,,,,,,,,,Experience brand new technology,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Other:; encouragement=Access to more locations in the city; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,2002,20,18–24,Male,Other,BS/BA,2,94103,No,0,"Public Transit (Bus, Train, etc.)"
RR-0168,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Barrier to Riding,Neutral,-0.1,Survey response area,37.78,-122.465,-122.465,37.78,SurveyLatitude and Survey Longitude fields,,,,,,Other:,More incentives,,,,,,,,,,,,,Free rides,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Other:; encouragement=More incentives; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,2001,21,18–24,Female,Asian,BS/BA,3,94118,No,4,Drive Alone
RR-0169,Research Rider Dataset,Anonymized rider/non-rider survey,Cruise,Non-rider,Transit Connection,Neutral,-0.1,Survey response area,37.78,-122.465,-122.465,37.78,SurveyLatitude and Survey Longitude fields,,,,,,Busy with school / work or schedule didn't allow,More incentives,,,,,,,,,,,,,Free rides,respondent_group=Non-rider; purpose=; alternative=; choice_factors=; barriers=Busy with school / work or schedule didn't allow; encouragement=More incentives; late_night_change=; views_changed=,Derived public-safe record; raw open-ended responses omitted.,2001,21,18–24,Female,Asian,BS/BA,3,94118,No,4,Drive Alone
